teacher_condition,block_condition,condition_index,condition_count_index,human_play_reward_1,human_play_reward_2,human_play_reward_3,model_play_reward_1,model_play_reward_2,model_play_reward_3,method,trial
expert,watch play play,0,0,6.0,12.0,,16,14,,Thompson-Naive,62e6c5d05d354e1f99d612e4
expert,watch play play,0,0,6.0,12.0,,11,16,,Thompson-Predict,62e6c5d05d354e1f99d612e4
expert,play watch play,0,0,15.0,22.0,,15.0,16.0,,Thompson-Lesion,5f4a68e4d8963d5e469541f1
expert,play watch play,0,0,15.0,22.0,,17.0,16.0,,Thompson-Naive,5f4a68e4d8963d5e469541f1
expert,play watch play,0,0,15.0,22.0,,12.0,20.0,,Thompson-Predict,5f4a68e4d8963d5e469541f1
no teacher,play play play,4,0,14.0,11.0,7.0,9.0,9.0,14.0,Thompson-Lesion,60fe09e20ce118843ca6bcd0
no teacher,play play play,4,0,14.0,11.0,7.0,9.0,10.0,13.0,Thompson-Naive,60fe09e20ce118843ca6bcd0
no teacher,play play play,4,0,14.0,11.0,7.0,13.0,16.0,23.0,Thompson-Predict,60fe09e20ce118843ca6bcd0
novice,play watch play,0,0,19.0,14.0,,13.0,16.0,,Thompson-Lesion,61412d50c1d83f94e448c0f3
novice,play watch play,0,0,19.0,14.0,,11.0,12.0,,Thompson-Naive,61412d50c1d83f94e448c0f3
novice,play watch play,0,0,19.0,14.0,,15.0,23.0,,Thompson-Predict,61412d50c1d83f94e448c0f3
novice,play watch play,0,0,8.0,15.0,,15.0,15.0,,Thompson-Lesion,60f5f8769fc9289a9e518129
novice,play watch play,0,0,8.0,15.0,,19.0,13.0,,Thompson-Naive,60f5f8769fc9289a9e518129
novice,play watch play,0,0,8.0,15.0,,12.0,10.0,,Thompson-Predict,60f5f8769fc9289a9e518129
novice,watch play play,1,1,23.0,17.0,,17,21,,Thompson-Lesion,627986ad0b4e17430bd23d80
novice,watch play play,1,1,23.0,17.0,,13,17,,Thompson-Naive,627986ad0b4e17430bd23d80
novice,watch play play,1,1,23.0,17.0,,20,17,,Thompson-Predict,627986ad0b4e17430bd23d80
expert,watch play play,1,1,20.0,17.0,,19,22,,Thompson-Lesion,5e147a28de8da6a8f013acf6
expert,watch play play,1,1,20.0,17.0,,15,13,,Thompson-Naive,5e147a28de8da6a8f013acf6
expert,watch play play,1,1,20.0,17.0,,23,18,,Thompson-Predict,5e147a28de8da6a8f013acf6
novice,play watch play,1,1,14.0,19.0,,11.0,15.0,,Thompson-Lesion,65772daa307b28b9a9ec187f
novice,play watch play,1,1,14.0,19.0,,13.0,10.0,,Thompson-Naive,65772daa307b28b9a9ec187f
novice,play watch play,1,1,14.0,19.0,,11.0,11.0,,Thompson-Predict,65772daa307b28b9a9ec187f
no teacher,play play play,3,0,15.0,17.0,10.0,13.0,14.0,20.0,Thompson-Lesion,615b613de1aeca77a48c4125
no teacher,play play play,3,0,15.0,17.0,10.0,8.0,18.0,10.0,Thompson-Naive,615b613de1aeca77a48c4125
no teacher,play play play,3,0,15.0,17.0,10.0,6.0,16.0,16.0,Thompson-Predict,615b613de1aeca77a48c4125
novice,watch play play,1,1,12.0,13.0,,15,15,,Thompson-Lesion,646778f0d6b43cbeb4501454
novice,watch play play,1,1,12.0,13.0,,10,20,,Thompson-Naive,646778f0d6b43cbeb4501454
novice,watch play play,1,1,12.0,13.0,,12,8,,Thompson-Predict,646778f0d6b43cbeb4501454
expert,watch play play,1,1,20.0,13.0,,16,15,,Thompson-Lesion,6111a1893c0daa13e23ab15a
expert,watch play play,1,1,20.0,13.0,,15,17,,Thompson-Naive,6111a1893c0daa13e23ab15a
expert,watch play play,1,1,20.0,13.0,,16,18,,Thompson-Predict,6111a1893c0daa13e23ab15a
novice,play watch play,1,1,15.0,13.0,,12.0,17.0,,Thompson-Lesion,5635d988dc62e5000bcb3eb2
novice,play watch play,1,1,15.0,13.0,,12.0,18.0,,Thompson-Naive,5635d988dc62e5000bcb3eb2
novice,play watch play,1,1,15.0,13.0,,14.0,11.0,,Thompson-Predict,5635d988dc62e5000bcb3eb2
no teacher,play play play,0,0,12.0,18.0,15.0,12.0,16.0,9.0,Thompson-Lesion,601a2908d4210b238f755fed
no teacher,play play play,0,0,12.0,18.0,15.0,13.0,17.0,17.0,Thompson-Naive,601a2908d4210b238f755fed
no teacher,play play play,0,0,12.0,18.0,15.0,10.0,13.0,18.0,Thompson-Predict,601a2908d4210b238f755fed
no teacher,play play play,4,0,10.0,12.0,14.0,13.0,18.0,17.0,Thompson-Lesion,60fca5dcb45af6ae93ed125f
no teacher,play play play,4,0,10.0,12.0,14.0,17.0,20.0,13.0,Thompson-Naive,60fca5dcb45af6ae93ed125f
no teacher,play play play,4,0,10.0,12.0,14.0,9.0,21.0,21.0,Thompson-Predict,60fca5dcb45af6ae93ed125f
expert,watch play play,0,0,12.0,11.0,,12,15,,Thompson-Lesion,5efe46699aca1b332ff927bc
expert,watch play play,0,0,12.0,11.0,,15,17,,Thompson-Naive,5efe46699aca1b332ff927bc
expert,watch play play,0,0,12.0,11.0,,13,16,,Thompson-Predict,5efe46699aca1b332ff927bc
no teacher,play play play,3,0,19.0,9.0,15.0,7.0,14.0,17.0,Thompson-Lesion,63d864bfc3bc732e26295c9c
no teacher,play play play,3,0,19.0,9.0,15.0,10.0,10.0,16.0,Thompson-Naive,63d864bfc3bc732e26295c9c
no teacher,play play play,3,0,19.0,9.0,15.0,11.0,15.0,15.0,Thompson-Predict,63d864bfc3bc732e26295c9c
no teacher,play play play,2,1,11.0,14.0,10.0,16.0,13.0,15.0,Thompson-Lesion,62e6c5d05d354e1f99d612e4
no teacher,play play play,2,1,11.0,14.0,10.0,14.0,18.0,17.0,Thompson-Naive,62e6c5d05d354e1f99d612e4
no teacher,play play play,2,1,11.0,14.0,10.0,13.0,14.0,20.0,Thompson-Predict,62e6c5d05d354e1f99d612e4
expert,play watch play,0,0,20.0,22.0,,11.0,20.0,,Thompson-Lesion,5c1b9212bfd9220001a9ada0
expert,play watch play,0,0,20.0,22.0,,13.0,20.0,,Thompson-Naive,5c1b9212bfd9220001a9ada0
expert,play watch play,0,0,20.0,22.0,,13.0,19.0,,Thompson-Predict,5c1b9212bfd9220001a9ada0
expert,play watch play,0,0,9.0,14.0,,15.0,22.0,,Thompson-Lesion,55bc99e3fdf99b06452252f8
expert,play watch play,0,0,9.0,14.0,,7.0,19.0,,Thompson-Naive,55bc99e3fdf99b06452252f8
expert,play watch play,0,0,9.0,14.0,,11.0,20.0,,Thompson-Predict,55bc99e3fdf99b06452252f8
expert,watch play play,0,0,16.0,15.0,,18,17,,Thompson-Lesion,5e62f732321c5c08db54cca2
expert,watch play play,0,0,16.0,15.0,,10,17,,Thompson-Naive,5e62f732321c5c08db54cca2
expert,watch play play,0,0,16.0,15.0,,15,16,,Thompson-Predict,5e62f732321c5c08db54cca2
novice,watch play play,0,0,8.0,15.0,,17,19,,Thompson-Lesion,60fdd725b2cd02db32f9c718
novice,watch play play,0,0,8.0,15.0,,14,12,,Thompson-Naive,60fdd725b2cd02db32f9c718
novice,watch play play,0,0,8.0,15.0,,13,21,,Thompson-Predict,60fdd725b2cd02db32f9c718
expert,play watch play,1,1,13.0,22.0,,16.0,18.0,,Thompson-Lesion,628f0d7e3055b5d1887916c5
expert,play watch play,1,1,13.0,22.0,,15.0,19.0,,Thompson-Naive,628f0d7e3055b5d1887916c5
expert,play watch play,1,1,13.0,22.0,,11.0,23.0,,Thompson-Predict,628f0d7e3055b5d1887916c5
novice,play watch play,0,0,14.0,16.0,,16.0,14.0,,Thompson-Lesion,614f58258eaf7063aa888d90
novice,play watch play,0,0,14.0,16.0,,12.0,20.0,,Thompson-Naive,614f58258eaf7063aa888d90
novice,play watch play,0,0,14.0,16.0,,9.0,20.0,,Thompson-Predict,614f58258eaf7063aa888d90
expert,play watch play,1,1,10.0,11.0,,8.0,16.0,,Thompson-Lesion,652fe7c2b91e23646d72a1e6
expert,play watch play,1,1,10.0,11.0,,13.0,17.0,,Thompson-Naive,652fe7c2b91e23646d72a1e6
expert,play watch play,1,1,10.0,11.0,,17.0,18.0,,Thompson-Predict,652fe7c2b91e23646d72a1e6
novice,watch play play,0,0,18.0,9.0,,11,15,,Thompson-Lesion,61464fe94ab78bd0f17d0dc0
novice,watch play play,0,0,18.0,9.0,,13,19,,Thompson-Naive,61464fe94ab78bd0f17d0dc0
novice,watch play play,0,0,18.0,9.0,,14,19,,Thompson-Predict,61464fe94ab78bd0f17d0dc0
novice,watch play play,1,1,23.0,18.0,,15,13,,Thompson-Lesion,616d6463aa6ae2ee832b3804
novice,watch play play,1,1,23.0,18.0,,11,12,,Thompson-Naive,616d6463aa6ae2ee832b3804
novice,watch play play,1,1,23.0,18.0,,10,13,,Thompson-Predict,616d6463aa6ae2ee832b3804
expert,play watch play,0,0,14.0,15.0,,10.0,17.0,,Thompson-Lesion,659d55bdaf21e817bc9a6a2a
expert,play watch play,0,0,14.0,15.0,,12.0,20.0,,Thompson-Naive,659d55bdaf21e817bc9a6a2a
expert,play watch play,0,0,14.0,15.0,,9.0,13.0,,Thompson-Predict,659d55bdaf21e817bc9a6a2a
novice,play watch play,0,0,7.0,13.0,,12.0,12.0,,Thompson-Lesion,65a886d80279e6d71af87e7b
novice,play watch play,0,0,7.0,13.0,,11.0,12.0,,Thompson-Naive,65a886d80279e6d71af87e7b
novice,play watch play,0,0,7.0,13.0,,9.0,14.0,,Thompson-Predict,65a886d80279e6d71af87e7b
novice,play watch play,1,1,11.0,11.0,,10.0,12.0,,Thompson-Lesion,61412d50c1d83f94e448c0f3
novice,play watch play,1,1,11.0,11.0,,4.0,10.0,,Thompson-Naive,61412d50c1d83f94e448c0f3
novice,play watch play,1,1,11.0,11.0,,12.0,11.0,,Thompson-Predict,61412d50c1d83f94e448c0f3
expert,watch play play,1,1,15.0,12.0,,16,21,,Thompson-Lesion,652fe7c2b91e23646d72a1e6
expert,watch play play,1,1,15.0,12.0,,13,16,,Thompson-Naive,652fe7c2b91e23646d72a1e6
expert,watch play play,1,1,15.0,12.0,,20,19,,Thompson-Predict,652fe7c2b91e23646d72a1e6
novice,play watch play,0,0,12.0,12.0,,14.0,19.0,,Thompson-Lesion,5efe46699aca1b332ff927bc
novice,play watch play,0,0,12.0,12.0,,14.0,13.0,,Thompson-Naive,5efe46699aca1b332ff927bc
novice,play watch play,0,0,12.0,12.0,,8.0,17.0,,Thompson-Predict,5efe46699aca1b332ff927bc
novice,watch play play,1,1,14.0,9.0,,12,12,,Thompson-Lesion,5f0151a9e5751c2a5313c45e
novice,watch play play,1,1,14.0,9.0,,11,14,,Thompson-Naive,5f0151a9e5751c2a5313c45e
novice,watch play play,1,1,14.0,9.0,,11,11,,Thompson-Predict,5f0151a9e5751c2a5313c45e
novice,watch play play,1,1,13.0,23.0,,12,12,,Thompson-Lesion,60b6b4d12a9854d3385bc768
novice,watch play play,1,1,13.0,23.0,,14,16,,Thompson-Naive,60b6b4d12a9854d3385bc768
novice,watch play play,1,1,13.0,23.0,,14,15,,Thompson-Predict,60b6b4d12a9854d3385bc768
novice,play watch play,1,1,16.0,15.0,,11.0,19.0,,Thompson-Lesion,65982731eb34299993506e21
novice,play watch play,1,1,16.0,15.0,,13.0,18.0,,Thompson-Naive,65982731eb34299993506e21
novice,play watch play,1,1,16.0,15.0,,11.0,13.0,,Thompson-Predict,65982731eb34299993506e21
expert,play watch play,0,0,16.0,18.0,,16.0,17.0,,Thompson-Lesion,632be0bcdec1f14421c64dc2
expert,play watch play,0,0,16.0,18.0,,13.0,14.0,,Thompson-Naive,632be0bcdec1f14421c64dc2
expert,play watch play,0,0,16.0,18.0,,14.0,19.0,,Thompson-Predict,632be0bcdec1f14421c64dc2
novice,watch play play,0,0,14.0,13.0,,14,13,,Thompson-Lesion,60fcc356256445ec7775dc39
novice,watch play play,0,0,14.0,13.0,,13,12,,Thompson-Naive,60fcc356256445ec7775dc39
novice,watch play play,0,0,14.0,13.0,,14,17,,Thompson-Predict,60fcc356256445ec7775dc39
novice,watch play play,0,0,18.0,12.0,,11,15,,Thompson-Lesion,632be0bcdec1f14421c64dc2
novice,watch play play,0,0,18.0,12.0,,15,13,,Thompson-Naive,632be0bcdec1f14421c64dc2
novice,watch play play,0,0,18.0,12.0,,19,18,,Thompson-Predict,632be0bcdec1f14421c64dc2
no teacher,play play play,2,0,14.0,14.0,13.0,15.0,10.0,17.0,Thompson-Lesion,652fe7c2b91e23646d72a1e6
no teacher,play play play,2,0,14.0,14.0,13.0,11.0,12.0,15.0,Thompson-Naive,652fe7c2b91e23646d72a1e6
no teacher,play play play,2,0,14.0,14.0,13.0,11.0,15.0,16.0,Thompson-Predict,652fe7c2b91e23646d72a1e6
expert,play watch play,0,0,10.0,11.0,,13.0,9.0,,Thompson-Lesion,656964b3923e30926f806a2c
expert,play watch play,0,0,10.0,11.0,,10.0,12.0,,Thompson-Naive,656964b3923e30926f806a2c
expert,play watch play,0,0,10.0,11.0,,9.0,15.0,,Thompson-Predict,656964b3923e30926f806a2c
expert,play watch play,1,1,20.0,22.0,,11.0,23.0,,Thompson-Lesion,631ab79e8635a1df26319958
expert,play watch play,1,1,20.0,22.0,,10.0,22.0,,Thompson-Naive,631ab79e8635a1df26319958
expert,play watch play,1,1,20.0,22.0,,12.0,22.0,,Thompson-Predict,631ab79e8635a1df26319958
novice,watch play play,0,0,10.0,8.0,,15,19,,Thompson-Lesion,65772daa307b28b9a9ec187f
novice,watch play play,0,0,10.0,8.0,,19,12,,Thompson-Naive,65772daa307b28b9a9ec187f
novice,watch play play,0,0,10.0,8.0,,12,15,,Thompson-Predict,65772daa307b28b9a9ec187f
expert,watch play play,1,1,20.0,18.0,,18,19,,Thompson-Lesion,602ed67d9dc535b2bb39efbc
expert,watch play play,1,1,20.0,18.0,,13,13,,Thompson-Naive,602ed67d9dc535b2bb39efbc
expert,watch play play,1,1,20.0,18.0,,17,18,,Thompson-Predict,602ed67d9dc535b2bb39efbc
expert,watch play play,1,1,10.0,21.0,,18,15,,Thompson-Lesion,632096b5574155e8727c50cc
expert,watch play play,1,1,10.0,21.0,,12,14,,Thompson-Naive,632096b5574155e8727c50cc
expert,watch play play,1,1,10.0,21.0,,11,13,,Thompson-Predict,632096b5574155e8727c50cc
expert,watch play play,1,1,16.0,13.0,,17,19,,Thompson-Lesion,5a4a94fef7b7bc00014e1462
expert,watch play play,1,1,16.0,13.0,,10,18,,Thompson-Naive,5a4a94fef7b7bc00014e1462
expert,watch play play,1,1,16.0,13.0,,20,20,,Thompson-Predict,5a4a94fef7b7bc00014e1462
expert,watch play play,0,0,18.0,18.0,,13,16,,Thompson-Lesion,5b564680ed90280001510d9a
expert,watch play play,0,0,18.0,18.0,,12,11,,Thompson-Naive,5b564680ed90280001510d9a
expert,watch play play,0,0,18.0,18.0,,18,15,,Thompson-Predict,5b564680ed90280001510d9a
novice,watch play play,1,1,12.0,19.0,,9,14,,Thompson-Lesion,5ba163d9cc5dd00001672c78
novice,watch play play,1,1,12.0,19.0,,15,18,,Thompson-Naive,5ba163d9cc5dd00001672c78
novice,watch play play,1,1,12.0,19.0,,15,12,,Thompson-Predict,5ba163d9cc5dd00001672c78
novice,watch play play,1,1,19.0,21.0,,9,14,,Thompson-Lesion,60f5f8769fc9289a9e518129
novice,watch play play,1,1,19.0,21.0,,15,14,,Thompson-Naive,60f5f8769fc9289a9e518129
novice,watch play play,1,1,19.0,21.0,,9,14,,Thompson-Predict,60f5f8769fc9289a9e518129
novice,play watch play,1,1,16.0,14.0,,13.0,14.0,,Thompson-Lesion,5c82c9a4d8302a00010639b8
novice,play watch play,1,1,16.0,14.0,,10.0,18.0,,Thompson-Naive,5c82c9a4d8302a00010639b8
novice,play watch play,1,1,16.0,14.0,,15.0,22.0,,Thompson-Predict,5c82c9a4d8302a00010639b8
expert,watch play play,1,1,15.0,12.0,,18,19,,Thompson-Lesion,5a348ea750833c0001ee9550
expert,watch play play,1,1,15.0,12.0,,12,15,,Thompson-Naive,5a348ea750833c0001ee9550
expert,watch play play,1,1,15.0,12.0,,20,22,,Thompson-Predict,5a348ea750833c0001ee9550
no teacher,play play play,4,0,18.0,12.0,19.0,12.0,18.0,21.0,Thompson-Lesion,658e66f34a68a13ce2c6ab37
no teacher,play play play,4,0,18.0,12.0,19.0,15.0,16.0,20.0,Thompson-Naive,658e66f34a68a13ce2c6ab37
no teacher,play play play,4,0,18.0,12.0,19.0,17.0,19.0,13.0,Thompson-Predict,658e66f34a68a13ce2c6ab37
expert,watch play play,0,0,11.0,17.0,,19,21,,Thompson-Lesion,5efcaaee74e56207d16db007
expert,watch play play,0,0,11.0,17.0,,10,16,,Thompson-Naive,5efcaaee74e56207d16db007
expert,watch play play,0,0,11.0,17.0,,22,22,,Thompson-Predict,5efcaaee74e56207d16db007
novice,watch play play,1,1,19.0,15.0,,17,21,,Thompson-Lesion,606575435e519decf2dd36e3
novice,watch play play,1,1,19.0,15.0,,10,14,,Thompson-Naive,606575435e519decf2dd36e3
novice,watch play play,1,1,19.0,15.0,,11,12,,Thompson-Predict,606575435e519decf2dd36e3
novice,watch play play,1,1,18.0,22.0,,9,11,,Thompson-Lesion,5e38e79295ff561112eae457
novice,watch play play,1,1,18.0,22.0,,15,18,,Thompson-Naive,5e38e79295ff561112eae457
novice,watch play play,1,1,18.0,22.0,,12,12,,Thompson-Predict,5e38e79295ff561112eae457
novice,play watch play,1,1,13.0,18.0,,12.0,15.0,,Thompson-Lesion,657aacdf40daebdb26cb3b94
novice,play watch play,1,1,13.0,18.0,,11.0,16.0,,Thompson-Naive,657aacdf40daebdb26cb3b94
novice,play watch play,1,1,13.0,18.0,,12.0,22.0,,Thompson-Predict,657aacdf40daebdb26cb3b94
expert,watch play play,1,1,23.0,17.0,,18,20,,Thompson-Lesion,5bd283469afb5b00015bdd5a
expert,watch play play,1,1,23.0,17.0,,16,13,,Thompson-Naive,5bd283469afb5b00015bdd5a
expert,watch play play,1,1,23.0,17.0,,19,20,,Thompson-Predict,5bd283469afb5b00015bdd5a
no teacher,play play play,2,0,15.0,19.0,20.0,17.0,16.0,19.0,Thompson-Lesion,5d8d12f6d88e3a00142c9751
no teacher,play play play,2,0,15.0,19.0,20.0,11.0,16.0,17.0,Thompson-Naive,5d8d12f6d88e3a00142c9751
no teacher,play play play,2,0,15.0,19.0,20.0,13.0,21.0,18.0,Thompson-Predict,5d8d12f6d88e3a00142c9751
novice,play watch play,1,1,11.0,14.0,,14.0,13.0,,Thompson-Lesion,61183a3a63c62d933e60d5bf
novice,play watch play,1,1,11.0,14.0,,7.0,16.0,,Thompson-Naive,61183a3a63c62d933e60d5bf
novice,play watch play,1,1,11.0,14.0,,14.0,15.0,,Thompson-Predict,61183a3a63c62d933e60d5bf
novice,watch play play,1,1,11.0,10.0,,7,16,,Thompson-Lesion,59c3289b8e6ea10001f7b926
novice,watch play play,1,1,11.0,10.0,,14,15,,Thompson-Naive,59c3289b8e6ea10001f7b926
novice,watch play play,1,1,11.0,10.0,,11,13,,Thompson-Predict,59c3289b8e6ea10001f7b926
expert,play watch play,0,0,22.0,22.0,,12.0,19.0,,Thompson-Lesion,5b564680ed90280001510d9a
expert,play watch play,0,0,22.0,22.0,,14.0,15.0,,Thompson-Naive,5b564680ed90280001510d9a
expert,play watch play,0,0,22.0,22.0,,14.0,23.0,,Thompson-Predict,5b564680ed90280001510d9a
novice,watch play play,0,0,11.0,13.0,,13,7,,Thompson-Lesion,5c35ad4bdb7cf60001204af9
novice,watch play play,0,0,11.0,13.0,,18,12,,Thompson-Naive,5c35ad4bdb7cf60001204af9
novice,watch play play,0,0,11.0,13.0,,15,15,,Thompson-Predict,5c35ad4bdb7cf60001204af9
expert,play watch play,1,1,11.0,22.0,,10.0,20.0,,Thompson-Lesion,5bd283469afb5b00015bdd5a
expert,play watch play,1,1,11.0,22.0,,11.0,14.0,,Thompson-Naive,5bd283469afb5b00015bdd5a
expert,play watch play,1,1,11.0,22.0,,14.0,20.0,,Thompson-Predict,5bd283469afb5b00015bdd5a
expert,play watch play,1,1,21.0,19.0,,14.0,17.0,,Thompson-Lesion,5efe46699aca1b332ff927bc
expert,play watch play,1,1,21.0,19.0,,10.0,13.0,,Thompson-Naive,5efe46699aca1b332ff927bc
expert,play watch play,1,1,21.0,19.0,,11.0,18.0,,Thompson-Predict,5efe46699aca1b332ff927bc
novice,watch play play,0,0,15.0,13.0,,16,20,,Thompson-Lesion,627986ad0b4e17430bd23d80
novice,watch play play,0,0,15.0,13.0,,9,13,,Thompson-Naive,627986ad0b4e17430bd23d80
novice,watch play play,0,0,15.0,13.0,,13,18,,Thompson-Predict,627986ad0b4e17430bd23d80
expert,watch play play,0,0,18.0,17.0,,20,20,,Thompson-Lesion,611bce5ac6e92b749dc5e450
expert,watch play play,0,0,18.0,17.0,,13,14,,Thompson-Naive,611bce5ac6e92b749dc5e450
expert,watch play play,0,0,18.0,17.0,,14,21,,Thompson-Predict,611bce5ac6e92b749dc5e450
expert,play watch play,1,1,13.0,18.0,,10.0,19.0,,Thompson-Lesion,632be0bcdec1f14421c64dc2
expert,play watch play,1,1,13.0,18.0,,9.0,17.0,,Thompson-Naive,632be0bcdec1f14421c64dc2
expert,play watch play,1,1,13.0,18.0,,12.0,18.0,,Thompson-Predict,632be0bcdec1f14421c64dc2
expert,watch play play,1,1,15.0,10.0,,16,19,,Thompson-Lesion,63ea7487c993eddd00c8ab47
expert,watch play play,1,1,15.0,10.0,,16,19,,Thompson-Naive,63ea7487c993eddd00c8ab47
expert,watch play play,1,1,15.0,10.0,,13,21,,Thompson-Predict,63ea7487c993eddd00c8ab47
novice,watch play play,0,0,20.0,23.0,,11,15,,Thompson-Lesion,5a348ea750833c0001ee9550
novice,watch play play,0,0,20.0,23.0,,16,22,,Thompson-Naive,5a348ea750833c0001ee9550
novice,watch play play,0,0,20.0,23.0,,12,12,,Thompson-Predict,5a348ea750833c0001ee9550
no teacher,play play play,0,1,14.0,14.0,14.0,12.0,16.0,18.0,Thompson-Lesion,60edc8b4b70a4a4131a8bcfa
no teacher,play play play,0,1,14.0,14.0,14.0,13.0,11.0,9.0,Thompson-Naive,60edc8b4b70a4a4131a8bcfa
no teacher,play play play,0,1,14.0,14.0,14.0,12.0,12.0,17.0,Thompson-Predict,60edc8b4b70a4a4131a8bcfa
no teacher,play play play,2,1,16.0,19.0,12.0,12.0,14.0,13.0,Thompson-Lesion,65982731eb34299993506e21
no teacher,play play play,2,1,16.0,19.0,12.0,15.0,17.0,20.0,Thompson-Naive,65982731eb34299993506e21
no teacher,play play play,2,1,16.0,19.0,12.0,11.0,17.0,20.0,Thompson-Predict,65982731eb34299993506e21
expert,play watch play,1,1,15.0,22.0,,13.0,20.0,,Thompson-Lesion,5635d988dc62e5000bcb3eb2
expert,play watch play,1,1,15.0,22.0,,13.0,14.0,,Thompson-Naive,5635d988dc62e5000bcb3eb2
expert,play watch play,1,1,15.0,22.0,,8.0,23.0,,Thompson-Predict,5635d988dc62e5000bcb3eb2
no teacher,play play play,0,0,21.0,22.0,21.0,12.0,15.0,17.0,Thompson-Lesion,5df416a57bf5722f9a501255
no teacher,play play play,0,0,21.0,22.0,21.0,9.0,23.0,23.0,Thompson-Naive,5df416a57bf5722f9a501255
no teacher,play play play,0,0,21.0,22.0,21.0,14.0,17.0,18.0,Thompson-Predict,5df416a57bf5722f9a501255
novice,play watch play,0,0,9.0,10.0,,16.0,19.0,,Thompson-Lesion,6165af4b36cb3bae91f2e355
novice,play watch play,0,0,9.0,10.0,,9.0,12.0,,Thompson-Naive,6165af4b36cb3bae91f2e355
novice,play watch play,0,0,9.0,10.0,,12.0,16.0,,Thompson-Predict,6165af4b36cb3bae91f2e355
expert,play watch play,1,1,17.0,18.0,,10.0,13.0,,Thompson-Lesion,5c90fd5c26e3ed0001989e17
expert,play watch play,1,1,17.0,18.0,,12.0,15.0,,Thompson-Naive,5c90fd5c26e3ed0001989e17
expert,play watch play,1,1,17.0,18.0,,14.0,16.0,,Thompson-Predict,5c90fd5c26e3ed0001989e17
novice,watch play play,1,1,18.0,22.0,,11,14,,Thompson-Lesion,614f58258eaf7063aa888d90
novice,watch play play,1,1,18.0,22.0,,15,17,,Thompson-Naive,614f58258eaf7063aa888d90
novice,watch play play,1,1,18.0,22.0,,10,10,,Thompson-Predict,614f58258eaf7063aa888d90
novice,watch play play,1,1,12.0,12.0,,16,18,,Thompson-Lesion,6165af4b36cb3bae91f2e355
novice,watch play play,1,1,12.0,12.0,,5,14,,Thompson-Naive,6165af4b36cb3bae91f2e355
novice,watch play play,1,1,12.0,12.0,,5,11,,Thompson-Predict,6165af4b36cb3bae91f2e355
novice,watch play play,0,0,18.0,17.0,,12,15,,Thompson-Lesion,658e66f34a68a13ce2c6ab37
novice,watch play play,0,0,18.0,17.0,,15,14,,Thompson-Naive,658e66f34a68a13ce2c6ab37
novice,watch play play,0,0,18.0,17.0,,15,13,,Thompson-Predict,658e66f34a68a13ce2c6ab37
expert,play watch play,0,0,13.0,19.0,,15.0,20.0,,Thompson-Lesion,60ff346f3f035109a4a49a5c
expert,play watch play,0,0,13.0,19.0,,15.0,17.0,,Thompson-Naive,60ff346f3f035109a4a49a5c
expert,play watch play,0,0,13.0,19.0,,12.0,20.0,,Thompson-Predict,60ff346f3f035109a4a49a5c
no teacher,play play play,0,1,11.0,20.0,23.0,14.0,14.0,15.0,Thompson-Lesion,5a348ea750833c0001ee9550
no teacher,play play play,0,1,11.0,20.0,23.0,15.0,14.0,13.0,Thompson-Naive,5a348ea750833c0001ee9550
no teacher,play play play,0,1,11.0,20.0,23.0,17.0,16.0,24.0,Thompson-Predict,5a348ea750833c0001ee9550
novice,play watch play,0,0,16.0,12.0,,11.0,11.0,,Thompson-Lesion,62c9024c3181d7800e31a759
novice,play watch play,0,0,16.0,12.0,,15.0,22.0,,Thompson-Naive,62c9024c3181d7800e31a759
novice,play watch play,0,0,16.0,12.0,,17.0,15.0,,Thompson-Predict,62c9024c3181d7800e31a759
novice,play watch play,0,0,11.0,14.0,,14.0,17.0,,Thompson-Lesion,5a4a94fef7b7bc00014e1462
novice,play watch play,0,0,11.0,14.0,,8.0,19.0,,Thompson-Naive,5a4a94fef7b7bc00014e1462
novice,play watch play,0,0,11.0,14.0,,9.0,14.0,,Thompson-Predict,5a4a94fef7b7bc00014e1462
novice,play watch play,1,1,12.0,19.0,,11.0,13.0,,Thompson-Lesion,5f4a68e4d8963d5e469541f1
novice,play watch play,1,1,12.0,19.0,,15.0,11.0,,Thompson-Naive,5f4a68e4d8963d5e469541f1
novice,play watch play,1,1,12.0,19.0,,14.0,10.0,,Thompson-Predict,5f4a68e4d8963d5e469541f1
novice,watch play play,1,1,8.0,15.0,,14,10,,Thompson-Lesion,5d8d12f6d88e3a00142c9751
novice,watch play play,1,1,8.0,15.0,,16,12,,Thompson-Naive,5d8d12f6d88e3a00142c9751
novice,watch play play,1,1,8.0,15.0,,9,12,,Thompson-Predict,5d8d12f6d88e3a00142c9751
expert,play watch play,0,0,9.0,14.0,,17.0,16.0,,Thompson-Lesion,60fcc356256445ec7775dc39
expert,play watch play,0,0,9.0,14.0,,15.0,19.0,,Thompson-Naive,60fcc356256445ec7775dc39
expert,play watch play,0,0,9.0,14.0,,15.0,21.0,,Thompson-Predict,60fcc356256445ec7775dc39
expert,watch play play,1,1,17.0,23.0,,18,21,,Thompson-Lesion,60fca5dcb45af6ae93ed125f
expert,watch play play,1,1,17.0,23.0,,14,14,,Thompson-Naive,60fca5dcb45af6ae93ed125f
expert,watch play play,1,1,17.0,23.0,,19,18,,Thompson-Predict,60fca5dcb45af6ae93ed125f
no teacher,play play play,4,0,16.0,21.0,23.0,14.0,19.0,17.0,Thompson-Lesion,5efe46699aca1b332ff927bc
